first_financial_year,last_observed_financial_year,last_projected_financial_year,real_income_first_m,real_income_last_observed_m,real_income_last_projected_m,pct_change_first_to_last_observed,pct_change_last_observed_to_last_projected,pct_change_first_to_last_projected
2015/16,2026/27,2030/31,4587.0,4330.840499202668,3845.1729185243776,-5.584466989259473,-11.214164566155338,-16.17238023709663
